timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore
2023-03-07,0.07480000,0.07597000,0.07234000,0.07407000,715751875.00000000,1678233599999,53134764.75956000,118313,350567933.00000000,26035339.47848000,0
2023-03-08,0.07407000,0.07432000,0.07000000,0.07112000,710430111.00000000,1678319999999,51578068.01431000,130177,343823094.00000000,24971424.41990000,0
2023-03-09,0.07112000,0.07230000,0.06393000,0.06595000,1514038685.00000000,1678406399999,102992131.90937000,268553,681426603.00000000,46474285.83786000,0
2023-03-10,0.06597000,0.06618000,0.06253000,0.06572000,1320901834.00000000,1678492799999,85635534.72495000,212149,639650479.00000000,41474797.16294000,0
2023-03-11,0.06572000,0.06821000,0.06324000,0.06604000,1096354085.00000000,1678579199999,71739394.07497000,207015,534479769.00000000,34986031.64170000,0
2023-03-12,0.06604000,0.07082000,0.06516000,0.07051000,950190978.00000000,1678665599999,64281816.91018000,191700,495148913.00000000,33536878.43220000,0
2023-03-13,0.07051000,0.07353000,0.06814000,0.07279000,1285142360.00000000,1678751999999,91287481.56805000,246217,653506789.00000000,46408062.44852000,0
2023-03-14,0.07279000,0.07762000,0.07108000,0.07456000,1507610170.00000000,1678838399999,112334812.11679000,282007,733708583.00000000,54650283.23691000,0
2023-03-15,0.07455000,0.07589000,0.06735000,0.06963000,1326712138.00000000,1678924799999,94694707.61349000,257636,614572288.00000000,43900849.93474000,0
2023-03-16,0.06964000,0.07407000,0.06868000,0.07256000,842159396.00000000,1679011199999,59454354.64497000,170220,423779438.00000000,29923243.16096000,0
2023-03-17,0.07256000,0.07724000,0.07143000,0.07642000,1234974838.00000000,1679097599999,92021094.02443000,232164,633322521.00000000,47207491.49404000,0
2023-03-18,0.07642000,0.07890000,0.07234000,0.07295000,1383588746.00000000,1679183999999,105320529.73824000,272138,650171484.00000000,49464562.22103000,0
2023-03-19,0.07296000,0.07652000,0.07295000,0.07450000,818390779.00000000,1679270399999,61245154.46238000,154719,407540233.00000000,30491509.79163000,0
2023-03-20,0.07451000,0.07557000,0.07035000,0.07137000,1079402871.00000000,1679356799999,78945442.37210000,210799,526892200.00000000,38542470.33108000,0
2023-03-21,0.07136000,0.07788000,0.07031000,0.07660000,1544655030.00000000,1679443199999,115386368.45879000,296122,750403089.00000000,56046538.35608000,0
2023-03-22,0.07661000,0.07810000,0.07137000,0.07385000,1912919819.00000000,1679529599999,144018154.80185000,356966,949294800.00000000,71521323.31467000,0
2023-03-23,0.07385000,0.07922000,0.07294000,0.07736000,1770056622.00000000,1679615999999,135718021.44322000,294875,912055561.00000000,69942496.76021000,0
2023-03-24,0.07736000,0.07749000,0.07295000,0.07453000,836571352.00000000,1679702399999,62827175.58121000,155743,401298240.00000000,30166597.40630000,0
2023-03-25,0.07453000,0.07597000,0.07244000,0.07402000,658593695.00000000,1679788799999,48943134.82286000,129045,304545076.00000000,22661944.82534000,0
2023-03-26,0.07401000,0.07558000,0.07334000,0.07436000,480451959.00000000,1679875199999,35759913.97781000,85987,228183778.00000000,16988074.36669000,0
2023-03-27,0.07436000,0.07639000,0.07124000,0.07287000,1127427328.00000000,1679961599999,83039932.30309000,189712,538074613.00000000,39688155.18163000,0
2023-03-28,0.07289000,0.07404000,0.07165000,0.07381000,644358903.00000000,1680047999999,46885848.93685000,109919,322000281.00000000,23439099.06769000,0
2023-03-29,0.07381000,0.07692000,0.07351000,0.07557000,1004337728.00000000,1680134399999,76025066.02587000,160165,535750607.00000000,40554976.99437000,0
2023-03-30,0.07557000,0.07685000,0.07327000,0.07422000,827561063.00000000,1680220799999,61952613.90326000,139394,404816373.00000000,30318458.94023000,0
2023-03-31,0.07421000,0.07789000,0.07340000,0.07695000,838503016.00000000,1680307199999,63548707.33059000,136729,438551204.00000000,33251463.88677000,0
2023-04-01,0.07695000,0.08500000,0.07586000,0.08181000,1854882421.00000000,1680393599999,147661797.97690000,322648,957305177.00000000,76272997.99256000,0
2023-04-02,0.08181000,0.08559000,0.07724000,0.07903000,2199172283.00000000,1680479999999,180272715.73546000,422957,1100812099.00000000,90323114.94885000,0
2023-04-03,0.07903000,0.10500000,0.07600000,0.09600000,8818532284.00000000,1680566399999,821481103.77787000,1705069,4312206548.00000000,401561383.86323000,0
2023-04-04,0.09601000,0.10350000,0.09219000,0.09512000,7327021779.00000000,1680652799999,716578007.53248000,1278802,3734577293.00000000,365431166.56497000,0
2023-04-05,0.09510000,0.09917000,0.09055000,0.09267000,3340986573.00000000,1680739199999,319834428.25492000,603428,1716064291.00000000,164451394.22383000,0
2023-04-06,0.09268000,0.09275000,0.08415000,0.08541000,3278113280.00000000,1680825599999,292046353.99595000,568729,1609685992.00000000,143661995.39877000,0
2023-04-07,0.08541000,0.08620000,0.08113000,0.08222000,2228211181.00000000,1680911999999,185239007.69662000,383356,1014541784.00000000,84327911.20895000,0
2023-04-08,0.08222000,0.08383000,0.08035000,0.08134000,1218517909.00000000,1680998399999,100545723.08015000,209441,564928709.00000000,46617110.32975000,0
2023-04-09,0.08135000,0.08393000,0.08107000,0.08318000,922447755.00000000,1681084799999,76124495.14707000,178859,436462729.00000000,36033056.24265000,0
2023-04-10,0.08318000,0.08541000,0.08225000,0.08473000,948759612.00000000,1681171199999,79305135.84204000,172420,457311057.00000000,38236908.46626000,0
2023-04-11,0.08474000,0.08607000,0.08359000,0.08408000,1001623427.00000000,1681257599999,84939344.79105000,168258,448878271.00000000,38068187.78359000,0
2023-04-12,0.08409000,0.08510000,0.08036000,0.08346000,1733885327.00000000,1681343999999,142830877.84801000,269293,853802237.00000000,70384918.26693000,0
2023-04-13,0.08346000,0.08886000,0.08279000,0.08729000,1824584606.00000000,1681430399999,157357744.60448000,286227,933306746.00000000,80500796.93727000,0
2023-04-14,0.08729000,0.09138000,0.08527000,0.08866000,2129880806.00000000,1681516799999,189231712.15334000,372467,1072674447.00000000,95362801.67430000,0
2023-04-15,0.08866000,0.09057000,0.08714000,0.08888000,873116413.00000000,1681603199999,77655204.38557000,157443,411155685.00000000,36592867.61601000,0
2023-04-16,0.08889000,0.09183000,0.08750000,0.09043000,1204599668.00000000,1681689599999,108253908.88845000,215121,578515845.00000000,52016621.39681000,0
2023-04-17,0.09043000,0.09488000,0.08807000,0.09137000,2941097287.00000000,1681775999999,271006609.15772000,501953,1459474518.00000000,134498950.98426000,0
2023-04-18,0.09137000,0.09500000,0.08974000,0.09411000,1670819556.00000000,1681862399999,155092708.65906000,290077,820471879.00000000,76167870.48474000,0
2023-04-19,0.09412000,0.09413000,0.08420000,0.08788000,2757696460.00000000,1681948799999,246110718.74936000,493596,1317679811.00000000,117706565.52603000,0
2023-04-20,0.08787000,0.09350000,0.08251000,0.08389000,4572088496.00000000,1682035199999,405243878.00491000,788998,2221003738.00000000,197301419.78493000,0
2023-04-21,0.08390000,0.08470000,0.07620000,0.07842000,2208532603.00000000,1682121599999,180073455.19149000,364961,991774999.00000000,80875843.52609000,0
2023-04-22,0.07842000,0.08101000,0.07817000,0.08028000,807742799.00000000,1682207999999,64238303.35178000,134440,375083453.00000000,29843260.74986000,0
2023-04-23,0.08029000,0.08083000,0.07651000,0.07878000,776127337.00000000,1682294399999,61336770.23922000,130904,339187714.00000000,26800374.53689000,0
2023-04-24,0.07876000,0.08000000,0.07715000,0.07873000,835608693.00000000,1682380799999,65856879.74290000,132203,391746158.00000000,30885900.38400000,0
2023-04-25,0.07875000,0.07996000,0.07752000,0.07976000,649768816.00000000,1682467199999,51142344.77902000,109714,303700067.00000000,23910328.71688000,0
2023-04-26,0.07976000,0.08358000,0.07480000,0.07859000,1881668380.00000000,1682553599999,149998083.45042000,305395,898776855.00000000,71725451.16833000,0
2023-04-27,0.07859000,0.08100000,0.07837000,0.08014000,1030067337.00000000,1682639999999,82262796.38021000,149076,513025926.00000000,40980315.94811000,0
2023-04-28,0.08013000,0.08074000,0.07892000,0.08033000,490310858.00000000,1682726399999,39253517.41812000,82755,255407231.00000000,20450440.62637000,0
2023-04-29,0.08033000,0.08197000,0.08019000,0.08157000,590694438.00000000,1682812799999,47944031.70227000,93474,315976210.00000000,25647059.84017000,0
2023-04-30,0.08157000,0.08174000,0.07923000,0.07951000,585421236.00000000,1682899199999,47268607.64167000,96527,303793559.00000000,24539442.90755000,0
2023-05-01,0.07950000,0.08003000,0.07733000,0.07882000,687515788.00000000,1682985599999,53952152.51666000,106334,331393333.00000000,26006686.12416000,0
2023-05-02,0.07882000,0.07910000,0.07754000,0.07876000,429294264.00000000,1683071999999,33714938.36088000,68314,204535125.00000000,16066235.34196000,0
2023-05-03,0.07876000,0.08072000,0.07711000,0.07962000,666847319.00000000,1683158399999,52320813.83607000,111458,348092774.00000000,27331852.13734000,0
2023-05-04,0.07961000,0.07970000,0.07794000,0.07838000,521626133.00000000,1683244799999,41092883.63729000,76795,271015392.00000000,21352564.17853000,0
2023-05-05,0.07837000,0.08147000,0.07705000,0.08017000,751560591.00000000,1683331199999,59529191.18827000,114228,377972788.00000000,29951731.66403000,0
2023-05-06,0.08017000,0.08049000,0.07566000,0.07672000,866161917.00000000,1683417599999,67227701.04909000,125573,381386141.00000000,29575997.07831000,0
2023-05-07,0.07672000,0.07756000,0.07617000,0.07652000,440286253.00000000,1683503999999,33891198.22708000,59889,232896516.00000000,17929076.60664000,0
2023-05-08,0.07652000,0.07711000,0.06982000,0.07239000,1086840054.00000000,1683590399999,79628457.60321000,176749,520032866.00000000,38060973.50126000,0
2023-05-09,0.07239000,0.07333000,0.07206000,0.07310000,581336500.00000000,1683676799999,42258155.60482000,95352,264610247.00000000,19237215.90718000,0
2023-05-10,0.07310000,0.07470000,0.07033000,0.07312000,830157442.00000000,1683763199999,60522277.66061000,149261,406841513.00000000,29674969.57406000,0
2023-05-11,0.07312000,0.07317000,0.06908000,0.07193000,786571281.00000000,1683849599999,55998376.11246000,126581,370655323.00000000,26415971.90024000,0
2023-05-12,0.07193000,0.07275000,0.06933000,0.07235000,977393789.00000000,1683935999999,69458052.04665000,162677,479040050.00000000,34055008.34565000,0
2023-05-13,0.07235000,0.07240000,0.07130000,0.07167000,331390133.00000000,1684022399999,23815893.30418000,61747,161749833.00000000,11624282.52506000,0
2023-05-14,0.07168000,0.07265000,0.07111000,0.07196000,239907331.00000000,1684108799999,17259594.14006000,52968,119697639.00000000,8612313.78419000,0
2023-05-15,0.07195000,0.07368000,0.07084000,0.07191000,501437549.00000000,1684195199999,36358595.30732000,91791,253951676.00000000,18418410.22306000,0
2023-05-16,0.07190000,0.07325000,0.07087000,0.07275000,356844405.00000000,1684281599999,25692401.03431000,73596,172525435.00000000,12431038.51523000,0
2023-05-17,0.07276000,0.07547000,0.07228000,0.07483000,763341382.00000000,1684367999999,56280535.56051000,133875,412434920.00000000,30408624.75426000,0
2023-05-18,0.07484000,0.07492000,0.07161000,0.07344000,792415671.00000000,1684454399999,58380360.04293000,135432,405886390.00000000,29934422.91201000,0
2023-05-19,0.07344000,0.07406000,0.07300000,0.07350000,335992593.00000000,1684540799999,24709136.40663000,59222,171753549.00000000,12631383.18293000,0
2023-05-20,0.07351000,0.07389000,0.07306000,0.07361000,203083357.00000000,1684627199999,14909334.15031000,36743,104760333.00000000,7690491.83715000,0
2023-05-21,0.07362000,0.07400000,0.07198000,0.07212000,313624488.00000000,1684713599999,22822477.39400000,52293,139273310.00000000,10145547.96903000,0
2023-05-22,0.07212000,0.07402000,0.07071000,0.07291000,461513189.00000000,1684799999999,33490951.20569000,87588,235050397.00000000,17080023.24472000,0
2023-05-23,0.07292000,0.07396000,0.07241000,0.07289000,334965527.00000000,1684886399999,24472118.15259000,59718,163049953.00000000,11914193.60019000,0
2023-05-24,0.07288000,0.07289000,0.06931000,0.07064000,630159786.00000000,1684972799999,44692285.89208000,100648,280630361.00000000,19894348.34006000,0
2023-05-25,0.07065000,0.07116000,0.06856000,0.07088000,486062691.00000000,1685059199999,34138191.19772000,79015,231208837.00000000,16241046.31885000,0
2023-05-26,0.07087000,0.07137000,0.07030000,0.07097000,408192832.00000000,1685145599999,28910532.88862000,57237,179495358.00000000,12716444.52797000,0
2023-05-27,0.07097000,0.07344000,0.07070000,0.07255000,369096577.00000000,1685231999999,26550948.20374000,60361,191336546.00000000,13768961.88566000,0
2023-05-28,0.07255000,0.07396000,0.07186000,0.07352000,434942386.00000000,1685318399999,31668628.89389000,70429,220115656.00000000,16027529.36270000,0
2023-05-29,0.07353000,0.07400000,0.07261000,0.07313000,310287767.00000000,1685404799999,22734577.55980000,50455,158960611.00000000,11649006.80518000,0
2023-05-30,0.07313000,0.07346000,0.07198000,0.07231000,465392836.00000000,1685491199999,33825735.03435000,70527,241983483.00000000,17591632.62450000,0
2023-05-31,0.07231000,0.07268000,0.07051000,0.07165000,377200792.00000000,1685577599999,26991707.23201000,63894,180788286.00000000,12940577.80152000,0
2023-06-01,0.07165000,0.07219000,0.07071000,0.07142000,337422502.00000000,1685663999999,24166514.24753000,56544,162483485.00000000,11639839.00488000,0
2023-06-02,0.07143000,0.07331000,0.07090000,0.07256000,386392712.00000000,1685750399999,27887432.77090000,67073,207003111.00000000,14946948.40455000,0
2023-06-03,0.07257000,0.07298000,0.07217000,0.07270000,213922814.00000000,1685836799999,15515563.86423000,37449,109328180.00000000,7930032.24129000,0
2023-06-04,0.07271000,0.07334000,0.07232000,0.07249000,273284700.00000000,1685923199999,19897118.08190000,43912,141750593.00000000,10322245.91534000,0
2023-06-05,0.07249000,0.07269000,0.06311000,0.06640000,1393290604.00000000,1686009599999,93957296.05613000,218006,622904300.00000000,41959852.82601000,0
2023-06-06,0.06640000,0.07199000,0.06585000,0.07025000,1170265603.00000000,1686095999999,80278280.52343000,184942,567026982.00000000,39014140.72787000,0
2023-06-07,0.07025000,0.07032000,0.06668000,0.06728000,687833819.00000000,1686182399999,46875925.69020000,114747,321079472.00000000,21892040.62500000,0
2023-06-08,0.06728000,0.06850000,0.06698000,0.06796000,366934419.00000000,1686268799999,24883849.00859000,67036,177145629.00000000,12016424.12183000,0
2023-06-09,0.06796000,0.07119000,0.06729000,0.06947000,664528733.00000000,1686355199999,46007799.06456000,118881,342031553.00000000,23698105.16652000,0
2023-06-10,0.06947000,0.07196000,0.05300000,0.06175000,2781711103.00000000,1686441599999,171561454.57232000,448360,1246872538.00000000,77075001.45125000,0
2023-06-11,0.06175000,0.06289000,0.06092000,0.06151000,580462318.00000000,1686527999999,35906374.71752000,84690,271157246.00000000,16775576.70377000,0
2023-06-12,0.06152000,0.06170000,0.05975000,0.06143000,485251023.00000000,1686614399999,29613143.70580000,78388,234595425.00000000,14316902.62459000,0
2023-06-13,0.06144000,0.06284000,0.06006000,0.06175000,469560125.00000000,1686700799999,28919978.69953000,73245,227484814.00000000,14014121.13779000,0
2023-06-14,0.06174000,0.06219000,0.05811000,0.06038000,642700404.00000000,1686787199999,38884225.34061000,98050,307325188.00000000,18612496.66920000,0
2023-06-15,0.06038000,0.06200000,0.05975000,0.06153000,534409612.00000000,1686873599999,32540254.91840000,78903,252505608.00000000,15376609.08256000,0
2023-06-16,0.06154000,0.06282000,0.06069000,0.06219000,501181424.00000000,1686959999999,30939222.82953000,71805,247176488.00000000,15261233.98680000,0
2023-06-17,0.06219000,0.06297000,0.06166000,0.06220000,358515676.00000000,1687046399999,22354492.32997000,49618,168361759.00000000,10501012.67609000,0
2023-06-18,0.06220000,0.06399000,0.06107000,0.06212000,616148520.00000000,1687132799999,38439286.52508000,92314,309987986.00000000,19340003.00582000,0
2023-06-19,0.06212000,0.06285000,0.06151000,0.06245000,313699473.00000000,1687219199999,19469370.97016000,48514,158914518.00000000,9863784.29797000,0
2023-06-20,0.06244000,0.06314000,0.06074000,0.06313000,438420606.00000000,1687305599999,27230997.25707000,64889,205454780.00000000,12763274.95331000,0
2023-06-21,0.06314000,0.06677000,0.06284000,0.06561000,948481988.00000000,1687391999999,61394849.38643000,144569,473312487.00000000,30627184.90474000,0
2023-06-22,0.06562000,0.06938000,0.06502000,0.06555000,998222870.00000000,1687478399999,66966814.32449000,167076,497810750.00000000,33414179.37549000,0
2023-06-23,0.06556000,0.07013000,0.06525000,0.06823000,780327080.00000000,1687564799999,52684721.70418000,138016,375363074.00000000,25343686.83477000,0
2023-06-24,0.06823000,0.06843000,0.06505000,0.06669000,638939181.00000000,1687651199999,42945397.71260000,106535,306855417.00000000,20636911.71622000,0
2023-06-25,0.06669000,0.06800000,0.06635000,0.06672000,378779847.00000000,1687737599999,25456715.53541000,68512,178351964.00000000,11986505.38608000,0
2023-06-26,0.06672000,0.06681000,0.06319000,0.06474000,710375009.00000000,1687823999999,46417573.76788000,113763,326067836.00000000,21298478.64226000,0
2023-06-27,0.06474000,0.06579000,0.06433000,0.06556000,477097877.00000000,1687910399999,31114201.05517000,72674,248365852.00000000,16196781.25524000,0
2023-06-28,0.06557000,0.06596000,0.06013000,0.06257000,700025590.00000000,1687996799999,44443036.70018000,114022,328807054.00000000,20892955.18552000,0
2023-06-29,0.06257000,0.06410000,0.06241000,0.06342000,450376389.00000000,1688083199999,28450957.38809000,73138,217143121.00000000,13721476.47339000,0
2023-06-30,0.06342000,0.06698000,0.06101000,0.06646000,1114226909.00000000,1688169599999,72688463.48364000,198253,558779375.00000000,36465027.46415000,0
2023-07-01,0.06646000,0.07280000,0.06641000,0.06851000,1480878387.00000000,1688255999999,101954533.09148000,243539,763263289.00000000,52572068.59589000,0
2023-07-02,0.06851000,0.06920000,0.06600000,0.06801000,945225786.00000000,1688342399999,63910497.52448000,127013,441231407.00000000,29849574.55845000,0
2023-07-03,0.06801000,0.06878000,0.06721000,0.06845000,566630919.00000000,1688428799999,38549024.24769000,91890,272720764.00000000,18556396.19361000,0
2023-07-04,0.06845000,0.07186000,0.06764000,0.06890000,1051878193.00000000,1688515199999,73023095.22650000,173986,503964258.00000000,34990088.02943000,0
2023-07-05,0.06891000,0.06936000,0.06558000,0.06701000,592363243.00000000,1688601599999,39862578.36768000,98485,266492365.00000000,17937699.71332000,0
2023-07-06,0.06697000,0.06858000,0.06466000,0.06485000,620315296.00000000,1688687999999,41310812.25522000,102278,287294140.00000000,19141832.59636000,0
2023-07-07,0.06484000,0.06587000,0.06410000,0.06540000,410024265.00000000,1688774399999,26781021.84796000,66351,188332114.00000000,12302640.35986000,0
2023-07-08,0.06540000,0.06608000,0.06474000,0.06573000,278674788.00000000,1688860799999,18218680.63466000,44169,141065675.00000000,9221976.03674000,0
2023-07-09,0.06573000,0.06636000,0.06510000,0.06536000,279080489.00000000,1688947199999,18358802.15212000,41654,132745495.00000000,8733335.64098000,0
2023-07-10,0.06537000,0.06656000,0.06326000,0.06523000,616363367.00000000,1689033599999,39955694.54037000,92601,326378250.00000000,21173711.79233000,0
2023-07-11,0.06523000,0.06551000,0.06437000,0.06528000,313014382.00000000,1689119999999,20328586.42436000,53178,140089123.00000000,9101776.48716000,0
2023-07-12,0.06529000,0.06570000,0.06365000,0.06503000,312404127.00000000,1689206399999,20289741.40216000,53198,153195893.00000000,9953555.14596000,0
2023-07-13,0.06504000,0.07168000,0.06455000,0.07042000,1572353798.00000000,1689292799999,107974602.34650000,252484,827989851.00000000,56904569.83569000,0
2023-07-14,0.07042000,0.07311000,0.06612000,0.06849000,1501930500.00000000,1689379199999,105437639.04108000,242751,739436305.00000000,51952895.11093000,0
2023-07-15,0.06848000,0.07522000,0.06769000,0.07197000,2333412778.00000000,1689465599999,169555438.69357000,348582,1198721904.00000000,87067660.13045000,0
2023-07-16,0.07196000,0.07221000,0.06891000,0.06952000,930666895.00000000,1689551999999,65785219.48420000,139841,444971152.00000000,31469828.37199000,0
2023-07-17,0.06951000,0.07325000,0.06752000,0.06982000,1103083153.00000000,1689638399999,77313205.64979000,184680,546422762.00000000,38328868.58688000,0
2023-07-18,0.06982000,0.07032000,0.06703000,0.06866000,588900425.00000000,1689724799999,40400764.85320000,105637,265159171.00000000,18194472.53029000,0
2023-07-19,0.06867000,0.07235000,0.06823000,0.07003000,941079033.00000000,1689811199999,65896478.84647000,159532,467472386.00000000,32762623.73809000,0
2023-07-20,0.07004000,0.07390000,0.06926000,0.07062000,1394548088.00000000,1689897599999,99770589.80378000,206797,719931362.00000000,51564034.07139000,0
2023-07-21,0.07061000,0.07688000,0.07026000,0.07322000,1714323052.00000000,1689983999999,125872266.19518000,278831,916898134.00000000,67317959.20373000,0
2023-07-22,0.07322000,0.07330000,0.06963000,0.07047000,817196460.00000000,1690070399999,58570412.04585000,121175,360759739.00000000,25874119.18397000,0
2023-07-23,0.07047000,0.07295000,0.06997000,0.07180000,636160266.00000000,1690156799999,45717792.76659000,95828,321307835.00000000,23093453.16299000,0
2023-07-24,0.07179000,0.07790000,0.07018000,0.07420000,3734795178.00000000,1690243199999,279829292.46351000,616800,1844066402.00000000,138235380.82000000,0
2023-07-25,0.07420000,0.08380000,0.07361000,0.08185000,3974103246.00000000,1690329599999,313632445.01170000,670567,1978875870.00000000,156197233.23124000,0
2023-07-26,0.08185000,0.08229000,0.07647000,0.07793000,2421416701.00000000,1690415999999,191653652.84432000,385966,1185191283.00000000,93812072.82831000,0
2023-07-27,0.07794000,0.07996000,0.07666000,0.07761000,1390657420.00000000,1690502399999,108963531.77816000,203672,646019273.00000000,50624922.27126000,0
2023-07-28,0.07761000,0.07791000,0.07586000,0.07717000,845464658.00000000,1690588799999,65109003.88713000,126780,376571570.00000000,29007091.84556000,0
2023-07-29,0.07717000,0.08243000,0.07683000,0.08023000,1189212485.00000000,1690675199999,94327162.57102000,187694,598339617.00000000,47473909.85512000,0
2023-07-30,0.08024000,0.08057000,0.07622000,0.07802000,1058535152.00000000,1690761599999,83772145.22556000,176189,465623645.00000000,36869655.85936000,0
2023-07-31,0.07802000,0.07980000,0.07672000,0.07786000,845233630.00000000,1690847999999,66206001.13514000,141657,411510653.00000000,32241071.97239000,0
2023-08-01,0.07786000,0.07828000,0.07517000,0.07815000,873111968.00000000,1690934399999,67040145.56970000,129965,409326669.00000000,31442652.33843000,0
2023-08-02,0.07815000,0.07833000,0.07369000,0.07422000,804142710.00000000,1691020799999,60836505.04171000,124670,341134814.00000000,25822203.90979000,0
2023-08-03,0.07422000,0.07501000,0.07253000,0.07358000,693788058.00000000,1691107199999,51326141.31088000,107325,321472753.00000000,23791351.63406000,0
2023-08-04,0.07358000,0.07492000,0.07250000,0.07347000,610889682.00000000,1691193599999,45185318.55173000,98193,293334178.00000000,21702645.49382000,0
2023-08-05,0.07346000,0.07708000,0.07292000,0.07571000,1062980193.00000000,1691279999999,80361897.60850000,156317,545409723.00000000,41248207.57612000,0
2023-08-06,0.07572000,0.07649000,0.07407000,0.07427000,667225173.00000000,1691366399999,50167367.34445000,101876,326758910.00000000,24575534.62281000,0
2023-08-07,0.07427000,0.07573000,0.07170000,0.07354000,686024165.00000000,1691452799999,50661657.39198000,113898,310617392.00000000,22963543.77571000,0
2023-08-08,0.07354000,0.07548000,0.07321000,0.07496000,573574471.00000000,1691539199999,42649913.08335000,91886,274952081.00000000,20455374.98044000,0
2023-08-09,0.07497000,0.07622000,0.07419000,0.07541000,494836584.00000000,1691625599999,37220409.30120000,80476,234370475.00000000,17629110.32174000,0
2023-08-10,0.07542000,0.07695000,0.07514000,0.07588000,614532410.00000000,1691711999999,46647469.94910000,101988,315622223.00000000,23963156.07543000,0
2023-08-11,0.07587000,0.07611000,0.07484000,0.07574000,303787779.00000000,1691798399999,22955077.04023000,51419,139078876.00000000,10512897.69655000,0
2023-08-12,0.07574000,0.07745000,0.07561000,0.07670000,588060644.00000000,1691884799999,45058875.63219000,84459,316164628.00000000,24231270.74435000,0
2023-08-13,0.07670000,0.07689000,0.07430000,0.07479000,468528019.00000000,1691971199999,35488657.73304000,71384,212851900.00000000,16129110.75621000,0
2023-08-14,0.07479000,0.07711000,0.07365000,0.07469000,779632649.00000000,1692057599999,58473264.94941000,121040,340949124.00000000,25599424.25426000,0
2023-08-15,0.07470000,0.07499000,0.06831000,0.07093000,1006789294.00000000,1692143999999,72662457.69090000,151306,451293211.00000000,32525477.53565000,0
2023-08-16,0.07092000,0.07125000,0.06602000,0.06717000,1176873403.00000000,1692230399999,80984467.18602000,153290,543076158.00000000,37357495.12867000,0
2023-08-17,0.06718000,0.06843000,0.05560000,0.06102000,1947998543.00000000,1692316799999,123620746.90890000,274854,921024549.00000000,58440510.02713000,0
2023-08-18,0.06102000,0.06385000,0.05988000,0.06326000,1284697455.00000000,1692403199999,79908012.67898000,154599,669594195.00000000,41637914.77892000,0
